task,contrast,pool,variant,top_k,n_heads_long,n_heads_single,head_jaccard,n_shared_heads,ambient_dim,n_examples_long,n_examples_single,eff_rank_long,eff_rank_single,stable_rank_long,stable_rank_single,rank_a,rank_b,rank_joint,rank_sharing,grassmann_overlap,energy_b_in_a,energy_a_in_b,mean_principal_angle_deg,n_angles_cos_gt_0.9,n_angles_cos_gt_0.99,null_uniform_grassmann_overlap_mean,null_uniform_grassmann_overlap_std,null_uniform_grassmann_overlap_z,null_uniform_grassmann_overlap_pct,null_uniform_rank_sharing_mean,null_uniform_rank_sharing_std,null_uniform_rank_sharing_z,null_uniform_rank_sharing_pct,null_uniform_energy_b_in_a_mean,null_uniform_energy_b_in_a_std,null_uniform_energy_b_in_a_z,null_uniform_energy_b_in_a_pct,null_layer_matched_grassmann_overlap_mean,null_layer_matched_grassmann_overlap_std,null_layer_matched_grassmann_overlap_z,null_layer_matched_grassmann_overlap_pct,null_layer_matched_rank_sharing_mean,null_layer_matched_rank_sharing_std,null_layer_matched_rank_sharing_z,null_layer_matched_rank_sharing_pct,null_layer_matched_energy_b_in_a_mean,null_layer_matched_energy_b_in_a_std,null_layer_matched_energy_b_in_a_z,null_layer_matched_energy_b_in_a_pct
female-long|female-single,diff,mean,disjoint,0.05,68,68,0.08108108108108109,12,5120,16,16,464.9215087890625,330.2804260253906,30.14053726196289,35.55654525756836,417,311,694,0.10932475884244373,0.11400394141674042,0.14501270651817322,0.11113578826189041,72.2404556274414,0,0,0.1067498068511486,0.007675625766899261,0.9450870568592464,0.78,0.09803089953521958,0.008672817478824283,1.302213419664308,0.9,0.13056145936250688,0.014939920781289343,0.9672907485403127,0.86,0.14243526697158815,0.006473323807835173,-4.392075292206927,0.0,0.11856969622367253,0.005972456751307191,-1.5479287278564813,0.06,0.18665376096963882,0.013221559903922729,-3.149481207517052,0.0
female-long|female-single,diff,mean,all,0.07,112,112,0.09803921568627451,20,5120,16,16,743.3067016601562,530.68212890625,33.943172454833984,43.95854568481445,660,495,1070,0.1717171717171717,0.202266663312912,0.25612127780914307,0.21485866606235504,65.55878448486328,5,0,0.16406902819871902,0.008268681344065285,4.619555830580981,1.0,0.14473757656983022,0.009039431596868154,2.984656154341494,1.0,0.19444170355796814,0.012805100504576429,4.816797355798277,1.0,0.20097845047712326,0.007003780318824935,0.18393107395533756,0.6,0.16876827275903455,0.006054028285477263,0.4870969904800643,0.72,0.25685071289539335,0.011672577698984984,-0.06249134553319057,0.54
female-long|female-single,diff,mean,disjoint,0.07,92,92,0.09803921568627451,20,5120,16,16,608.65087890625,436.48724365234375,33.26188659667969,42.26492691040039,540,408,895,0.12990196078431374,0.14318503439426422,0.17786818742752075,0.14494428038597107,69.83659362792969,1,0,0.13662700235843658,0.007761428113328342,0.8449517202337843,0.78,0.12136095845624091,0.007438900702084096,1.1481538294603075,0.86,0.16367893785238266,0.013124738111556221,1.0811072536864241,0.82,0.17199225217103958,0.006693043668656729,-4.304053462504433,0.0,0.142584036614511,0.0061149263350114445,-2.073953983318676,0.0,0.2190581101179123,0.013080120426475501,-3.149047665266057,0.0
female-long|female-single,diff,mean,all,0.09,144,144,0.125,32,5120,16,16,936.1336669921875,678.03271484375,41.71303176879883,53.59934997558594,825,627,1325,0.2025518341307815,0.2379157692193985,0.2965984046459198,0.255343496799469,62.98689270019531,10,0,0.20181093007326126,0.007717878267966578,4.678078338705094,1.0,0.17809723160431445,0.008448324328058306,2.894609815729873,0.98,0.23895967841148377,0.010610394831009066,5.432288538969901,1.0,0.23482251524925232,0.004491061679170608,0.6887578463891029,0.76,0.20053139919979177,0.004969483910429098,0.40656836150522674,0.66,0.29495463967323304,0.00914871330565013,0.17967171095760406,0.6
female-long|female-single,diff,mean,disjoint,0.09,112,112,0.125,32,5120,16,16,735.5183715820312,533.7971801757812,41.07078170776367,49.421409606933594,648,495,1071,0.14545454545454545,0.1649906486272812,0.19853714108467102,0.16403983533382416,68.14193725585938,1,0,0.16406902819871902,0.008268681344065285,0.1114591783396815,0.56,0.14473757656983022,0.009039431596868154,0.0793157044258883,0.54,0.19444170355796814,0.012805100504576429,0.3198286124532338,0.64,0.19088065296411513,0.0070747796325112714,-3.6594785536300867,0.0,0.16133819610563582,0.00660558196657792,-2.4045800553920067,0.0,0.23889143764972687,0.011854441629038022,-3.404149923536345,0.0
female-long|female-single,diff,mean,all,0.1,160,160,0.1387900355871886,39,5120,16,16,1018.9578247070312,747.7175903320312,42.457855224609375,53.76641082763672,895,691,1434,0.2199710564399421,0.2558634281158447,0.32459163665771484,0.280238538980484,61.76113510131836,13,0,0.22049301028251647,0.006421414241262493,5.508197494260111,1.0,0.19447502026991692,0.00652163259591427,3.909456074848217,1.0,0.2600154110789299,0.01026848388507698,6.288778976673715,1.0,0.2533162108063698,0.005762803611035425,0.44201008422309707,0.7,0.21934637066870633,0.00515498943969156,0.1211808052264721,0.54,0.31803759157657624,0.0091838162163555,0.7136515939274215,0.74
female-long|female-single,diff,mean,disjoint,0.1,121,121,0.1387900355871886,39,5120,16,16,783.0906982421875,575.741943359375,41.122676849365234,52.328155517578125,688,534,1141,0.15168539325842698,0.1735285073518753,0.20859940350055695,0.1755792200565338,67.53833770751953,1,0,0.17291900068521499,0.006952141283996962,0.08767178941879891,0.52,0.15244303462987094,0.007336791881332922,-0.10326603012573347,0.5,0.2059009400010109,0.011510939613989146,0.23442599735877653,0.6,0.19997272223234178,0.005457019382454404,-4.845908183044176,0.0,0.1688052696856433,0.0049286843239330115,-3.4735185501908825,0.0,0.25005643427371976,0.00999391787796836,-4.148226079039037,0.0
female-long|female-single,diff,mean,all,0.5,800,800,0.34115674769488685,407,5120,16,16,3088.640380859375,2858.58544921875,92.73003387451172,82.35667419433594,2998,2654,3853,0.6778447626224566,0.6308675408363342,0.70465087890625,0.6498950719833374,33.799232482910156,1166,624,0.6462621748447418,0.0038733746335057073,-3.974475867952443,0.0,0.696637448045924,0.004330266250053927,-4.339845251601633,0.0,0.7145334792137146,0.003974766358254433,-2.4863348978843214,0.0,0.631026394367218,0.0026462202459992625,-0.06003035126192005,0.48,0.6791152975267376,0.002968161223646988,-0.428054545743261,0.26,0.7015836691856384,0.0026691509870398764,1.1491330896994933,0.9
female-long|female-single,diff,mean,disjoint,0.5,393,393,0.34115674769488685,407,5120,16,16,2120.254150390625,1739.3529052734375,86.75794982910156,77.65458679199219,1874,1590,2841,0.3918238993710692,0.3931156098842621,0.4329414665699005,0.3734217584133148,52.69928741455078,145,0,0.4320073455572128,0.005549910804315769,-7.007632562798561,0.0,0.42988425538140285,0.006455704967619672,-5.8956157694993205,0.0,0.4918263274431229,0.006480313119167364,-9.086730809203292,0.0,0.4108084177970886,0.005398662103308732,-3.277257878759063,0.0,0.4063016237072268,0.005901941971168505,-2.4530441686621964,0.0,0.4671131747961044,0.0066292861094243444,-5.154658836888127,0.0
female-long|female-single,diff,mean,all,1.0,1600,1600,1.0,1600,5120,16,16,3910.67138671875,3765.5537109375,90.87294006347656,76.23916625976562,4061,3799,4496,0.8854961832061069,0.8204666376113892,0.8794059157371521,0.8447892069816589,15.326521873474121,2749,2740,0.8204666805267334,4.348463785581489e-08,-0.986908167903956,0.0,0.8854961832061069,0.0,,0.0,0.8794059455394745,5.144326164720132e-08,-0.5793241220216575,0.08,0.8204666543006897,2.959480830087452e-08,-0.5639266295449591,0.0,0.8854961832061069,0.0,,0.0,0.8794059193134308,6.748869494177396e-08,-0.05299078194792662,0.16
