model_id,method,ablation,task,eval_variant,steer_variant,rf_mode,steering_factor,topk,accuracy
Falcon3-10B-Instruct,atp,steer,from_female-long_to_male-long,long,long,comb,1,1.0,0.0
Qwen1.5-14B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,10,0.01,1.0
Qwen1.5-14B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,10,0.03,0.4358974358974359
Qwen1.5-14B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,10,0.05,1.0
Qwen1.5-14B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,10,0.07,1.0
Qwen1.5-14B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,10,0.09,0.0
Qwen1.5-14B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,10,0.1,0.0
Qwen1.5-14B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,10,0.5,0.0
Qwen1.5-14B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,10,1.0,0.0
Qwen1.5-14B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,8,0.01,1.0
Qwen1.5-14B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,8,0.03,0.9230769230769231
Qwen1.5-14B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,8,0.05,1.0
Qwen1.5-14B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,8,0.07,0.0
Qwen1.5-14B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,8,0.09,0.0
Qwen1.5-14B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,8,0.1,0.0
Qwen1.5-14B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,8,0.5,0.0
Qwen1.5-14B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,8,1.0,0.0
Qwen1.5-14B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,6,0.01,1.0
Qwen1.5-14B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,6,0.03,0.9743589743589743
Qwen1.5-14B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,6,0.05,1.0
Qwen1.5-14B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,6,0.07,1.0
Qwen1.5-14B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,6,0.09,0.0
Qwen1.5-14B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,6,0.1,0.0
Qwen1.5-14B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,6,0.5,0.0
Qwen1.5-14B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,6,1.0,0.0
Qwen1.5-14B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,5,0.01,1.0
Qwen1.5-14B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,5,0.03,1.0
Qwen1.5-14B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,5,0.05,1.0
Qwen1.5-14B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,5,0.07,0.9743589743589743
Qwen1.5-14B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,5,0.09,0.0
Qwen1.5-14B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,5,0.1,0.0
Qwen1.5-14B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,5,0.5,0.0
Qwen1.5-14B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,5,1.0,0.0
Qwen1.5-14B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,4,0.01,1.0
Qwen1.5-14B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,4,0.03,1.0
Qwen1.5-14B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,4,0.05,1.0
Qwen1.5-14B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,4,0.07,1.0
Qwen1.5-14B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,4,0.09,0.0
Qwen1.5-14B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,4,0.1,0.0
Qwen1.5-14B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,4,0.5,0.0
Qwen1.5-14B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,4,1.0,0.0
Qwen1.5-14B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,2,0.01,0.8205128205128205
Qwen1.5-14B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,2,0.03,1.0
Qwen1.5-14B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,2,0.05,1.0
Qwen1.5-14B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,2,0.07,1.0
Qwen1.5-14B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,2,0.09,1.0
Qwen1.5-14B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,2,0.1,1.0
Qwen1.5-14B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,2,0.5,0.0
Qwen1.5-14B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,2,1.0,0.0
Qwen1.5-14B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,1,0.01,0.5641025641025641
Qwen1.5-14B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,1,0.03,0.8717948717948718
Qwen1.5-14B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,1,0.05,1.0
Qwen1.5-14B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,1,0.07,1.0
Qwen1.5-14B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,1,0.09,1.0
Qwen1.5-14B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,1,0.1,1.0
Qwen1.5-14B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,1,0.5,0.0
Qwen1.5-14B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,1,1.0,0.0
OLMo-2-1124-13B-DPO,atp,steer,from_female-single_to_male-single,single,single,w_rf,10,0.01,1.0
OLMo-2-1124-13B-DPO,atp,steer,from_female-single_to_male-single,single,single,w_rf,10,0.03,1.0
OLMo-2-1124-13B-DPO,atp,steer,from_female-single_to_male-single,single,single,w_rf,10,0.05,1.0
OLMo-2-1124-13B-DPO,atp,steer,from_female-single_to_male-single,single,single,w_rf,10,0.07,1.0
OLMo-2-1124-13B-DPO,atp,steer,from_female-single_to_male-single,single,single,w_rf,10,0.09,1.0
OLMo-2-1124-13B-DPO,atp,steer,from_female-single_to_male-single,single,single,w_rf,10,0.1,0.98
OLMo-2-1124-13B-DPO,atp,steer,from_female-single_to_male-single,single,single,w_rf,10,0.5,1.0
OLMo-2-1124-13B-DPO,atp,steer,from_female-single_to_male-single,single,single,w_rf,10,1.0,0.04
OLMo-2-1124-13B-DPO,atp,steer,from_female-single_to_male-single,single,single,w_rf,8,0.01,1.0
OLMo-2-1124-13B-DPO,atp,steer,from_female-single_to_male-single,single,single,w_rf,8,0.03,1.0
OLMo-2-1124-13B-DPO,atp,steer,from_female-single_to_male-single,single,single,w_rf,8,0.05,1.0
OLMo-2-1124-13B-DPO,atp,steer,from_female-single_to_male-single,single,single,w_rf,8,0.07,1.0
OLMo-2-1124-13B-DPO,atp,steer,from_female-single_to_male-single,single,single,w_rf,8,0.09,1.0
OLMo-2-1124-13B-DPO,atp,steer,from_female-single_to_male-single,single,single,w_rf,8,0.1,0.98
OLMo-2-1124-13B-DPO,atp,steer,from_female-single_to_male-single,single,single,w_rf,8,0.5,1.0
OLMo-2-1124-13B-DPO,atp,steer,from_female-single_to_male-single,single,single,w_rf,8,1.0,0.0
OLMo-2-1124-13B-DPO,atp,steer,from_female-single_to_male-single,single,single,w_rf,6,0.01,1.0
OLMo-2-1124-13B-DPO,atp,steer,from_female-single_to_male-single,single,single,w_rf,6,0.03,1.0
OLMo-2-1124-13B-DPO,atp,steer,from_female-single_to_male-single,single,single,w_rf,6,0.05,0.96
OLMo-2-1124-13B-DPO,atp,steer,from_female-single_to_male-single,single,single,w_rf,6,0.07,1.0
OLMo-2-1124-13B-DPO,atp,steer,from_female-single_to_male-single,single,single,w_rf,6,0.09,1.0
OLMo-2-1124-13B-DPO,atp,steer,from_female-single_to_male-single,single,single,w_rf,6,0.1,1.0
OLMo-2-1124-13B-DPO,atp,steer,from_female-single_to_male-single,single,single,w_rf,6,0.5,1.0
OLMo-2-1124-13B-DPO,atp,steer,from_female-single_to_male-single,single,single,w_rf,6,1.0,0.02
OLMo-2-1124-13B-DPO,atp,steer,from_female-single_to_male-single,single,single,w_rf,5,0.01,1.0
OLMo-2-1124-13B-DPO,atp,steer,from_female-single_to_male-single,single,single,w_rf,5,0.03,1.0
OLMo-2-1124-13B-DPO,atp,steer,from_female-single_to_male-single,single,single,w_rf,5,0.05,0.62
OLMo-2-1124-13B-DPO,atp,steer,from_female-single_to_male-single,single,single,w_rf,5,0.07,1.0
OLMo-2-1124-13B-DPO,atp,steer,from_female-single_to_male-single,single,single,w_rf,5,0.09,1.0
OLMo-2-1124-13B-DPO,atp,steer,from_female-single_to_male-single,single,single,w_rf,5,0.1,1.0
OLMo-2-1124-13B-DPO,atp,steer,from_female-single_to_male-single,single,single,w_rf,5,0.5,1.0
OLMo-2-1124-13B-DPO,atp,steer,from_female-single_to_male-single,single,single,w_rf,5,1.0,0.04
OLMo-2-1124-13B-DPO,atp,steer,from_female-single_to_male-single,single,single,w_rf,4,0.01,1.0
OLMo-2-1124-13B-DPO,atp,steer,from_female-single_to_male-single,single,single,w_rf,4,0.03,1.0
OLMo-2-1124-13B-DPO,atp,steer,from_female-single_to_male-single,single,single,w_rf,4,0.05,1.0
OLMo-2-1124-13B-DPO,atp,steer,from_female-single_to_male-single,single,single,w_rf,4,0.07,0.94
OLMo-2-1124-13B-DPO,atp,steer,from_female-single_to_male-single,single,single,w_rf,4,0.09,1.0
OLMo-2-1124-13B-DPO,atp,steer,from_female-single_to_male-single,single,single,w_rf,4,0.1,1.0
OLMo-2-1124-13B-DPO,atp,steer,from_female-single_to_male-single,single,single,w_rf,4,0.5,0.98
OLMo-2-1124-13B-DPO,atp,steer,from_female-single_to_male-single,single,single,w_rf,4,1.0,0.98
OLMo-2-1124-13B-DPO,atp,steer,from_female-single_to_male-single,single,single,w_rf,2,0.01,1.0
OLMo-2-1124-13B-DPO,atp,steer,from_female-single_to_male-single,single,single,w_rf,2,0.03,1.0
OLMo-2-1124-13B-DPO,atp,steer,from_female-single_to_male-single,single,single,w_rf,2,0.05,1.0
OLMo-2-1124-13B-DPO,atp,steer,from_female-single_to_male-single,single,single,w_rf,2,0.07,0.78
OLMo-2-1124-13B-DPO,atp,steer,from_female-single_to_male-single,single,single,w_rf,2,0.09,1.0
OLMo-2-1124-13B-DPO,atp,steer,from_female-single_to_male-single,single,single,w_rf,2,0.1,1.0
OLMo-2-1124-13B-DPO,atp,steer,from_female-single_to_male-single,single,single,w_rf,2,0.5,1.0
OLMo-2-1124-13B-DPO,atp,steer,from_female-single_to_male-single,single,single,w_rf,2,1.0,0.96
OLMo-2-1124-13B-DPO,atp,steer,from_female-single_to_male-single,single,single,w_rf,1,0.01,0.98
OLMo-2-1124-13B-DPO,atp,steer,from_female-single_to_male-single,single,single,w_rf,1,0.03,1.0
OLMo-2-1124-13B-DPO,atp,steer,from_female-single_to_male-single,single,single,w_rf,1,0.05,1.0
OLMo-2-1124-13B-DPO,atp,steer,from_female-single_to_male-single,single,single,w_rf,1,0.07,1.0
OLMo-2-1124-13B-DPO,atp,steer,from_female-single_to_male-single,single,single,w_rf,1,0.09,1.0
OLMo-2-1124-13B-DPO,atp,steer,from_female-single_to_male-single,single,single,w_rf,1,0.1,1.0
OLMo-2-1124-13B-DPO,atp,steer,from_female-single_to_male-single,single,single,w_rf,1,0.5,1.0
OLMo-2-1124-13B-DPO,atp,steer,from_female-single_to_male-single,single,single,w_rf,1,1.0,0.2
gemma-3-12b-it,atp,steer,from_female-single_to_male-single,single,single,w_rf,10,0.01,1.0
gemma-3-12b-it,atp,steer,from_female-single_to_male-single,single,single,w_rf,10,0.03,1.0
gemma-3-12b-it,atp,steer,from_female-single_to_male-single,single,single,w_rf,10,0.05,1.0
gemma-3-12b-it,atp,steer,from_female-single_to_male-single,single,single,w_rf,10,0.07,0.1111111111111111
gemma-3-12b-it,atp,steer,from_female-single_to_male-single,single,single,w_rf,10,0.09,0.0
gemma-3-12b-it,atp,steer,from_female-single_to_male-single,single,single,w_rf,10,0.1,0.2
gemma-3-12b-it,atp,steer,from_female-single_to_male-single,single,single,w_rf,10,0.5,0.0
gemma-3-12b-it,atp,steer,from_female-single_to_male-single,single,single,w_rf,10,1.0,0.08888888888888889
gemma-3-12b-it,atp,steer,from_female-single_to_male-single,single,single,w_rf,8,0.01,1.0
gemma-3-12b-it,atp,steer,from_female-single_to_male-single,single,single,w_rf,8,0.03,1.0
gemma-3-12b-it,atp,steer,from_female-single_to_male-single,single,single,w_rf,8,0.05,1.0
gemma-3-12b-it,atp,steer,from_female-single_to_male-single,single,single,w_rf,8,0.07,0.9333333333333333
gemma-3-12b-it,atp,steer,from_female-single_to_male-single,single,single,w_rf,8,0.09,0.0
gemma-3-12b-it,atp,steer,from_female-single_to_male-single,single,single,w_rf,8,0.1,0.4666666666666667
gemma-3-12b-it,atp,steer,from_female-single_to_male-single,single,single,w_rf,8,0.5,0.022222222222222223
gemma-3-12b-it,atp,steer,from_female-single_to_male-single,single,single,w_rf,8,1.0,0.0
gemma-3-12b-it,atp,steer,from_female-single_to_male-single,single,single,w_rf,6,0.01,1.0
gemma-3-12b-it,atp,steer,from_female-single_to_male-single,single,single,w_rf,6,0.03,1.0
gemma-3-12b-it,atp,steer,from_female-single_to_male-single,single,single,w_rf,6,0.05,1.0
gemma-3-12b-it,atp,steer,from_female-single_to_male-single,single,single,w_rf,6,0.07,1.0
gemma-3-12b-it,atp,steer,from_female-single_to_male-single,single,single,w_rf,6,0.09,0.35555555555555557
gemma-3-12b-it,atp,steer,from_female-single_to_male-single,single,single,w_rf,6,0.1,1.0
gemma-3-12b-it,atp,steer,from_female-single_to_male-single,single,single,w_rf,6,0.5,0.15555555555555556
gemma-3-12b-it,atp,steer,from_female-single_to_male-single,single,single,w_rf,6,1.0,0.0
gemma-3-12b-it,atp,steer,from_female-single_to_male-single,single,single,w_rf,5,0.01,1.0
gemma-3-12b-it,atp,steer,from_female-single_to_male-single,single,single,w_rf,5,0.03,1.0
gemma-3-12b-it,atp,steer,from_female-single_to_male-single,single,single,w_rf,5,0.05,1.0
gemma-3-12b-it,atp,steer,from_female-single_to_male-single,single,single,w_rf,5,0.07,1.0
gemma-3-12b-it,atp,steer,from_female-single_to_male-single,single,single,w_rf,5,0.09,1.0
gemma-3-12b-it,atp,steer,from_female-single_to_male-single,single,single,w_rf,5,0.1,1.0
gemma-3-12b-it,atp,steer,from_female-single_to_male-single,single,single,w_rf,5,0.5,0.0
gemma-3-12b-it,atp,steer,from_female-single_to_male-single,single,single,w_rf,5,1.0,0.0
gemma-3-12b-it,atp,steer,from_female-single_to_male-single,single,single,w_rf,4,0.01,1.0
gemma-3-12b-it,atp,steer,from_female-single_to_male-single,single,single,w_rf,4,0.03,1.0
gemma-3-12b-it,atp,steer,from_female-single_to_male-single,single,single,w_rf,4,0.05,1.0
gemma-3-12b-it,atp,steer,from_female-single_to_male-single,single,single,w_rf,4,0.07,1.0
gemma-3-12b-it,atp,steer,from_female-single_to_male-single,single,single,w_rf,4,0.09,1.0
gemma-3-12b-it,atp,steer,from_female-single_to_male-single,single,single,w_rf,4,0.1,1.0
gemma-3-12b-it,atp,steer,from_female-single_to_male-single,single,single,w_rf,4,0.5,0.17777777777777778
gemma-3-12b-it,atp,steer,from_female-single_to_male-single,single,single,w_rf,4,1.0,0.0
gemma-3-12b-it,atp,steer,from_female-single_to_male-single,single,single,w_rf,2,0.01,0.8666666666666667
gemma-3-12b-it,atp,steer,from_female-single_to_male-single,single,single,w_rf,2,0.03,1.0
gemma-3-12b-it,atp,steer,from_female-single_to_male-single,single,single,w_rf,2,0.05,1.0
gemma-3-12b-it,atp,steer,from_female-single_to_male-single,single,single,w_rf,2,0.07,1.0
gemma-3-12b-it,atp,steer,from_female-single_to_male-single,single,single,w_rf,2,0.09,1.0
gemma-3-12b-it,atp,steer,from_female-single_to_male-single,single,single,w_rf,2,0.1,1.0
gemma-3-12b-it,atp,steer,from_female-single_to_male-single,single,single,w_rf,2,0.5,1.0
gemma-3-12b-it,atp,steer,from_female-single_to_male-single,single,single,w_rf,2,1.0,0.0
gemma-3-12b-it,atp,steer,from_female-single_to_male-single,single,single,w_rf,1,0.01,0.3111111111111111
gemma-3-12b-it,atp,steer,from_female-single_to_male-single,single,single,w_rf,1,0.03,1.0
gemma-3-12b-it,atp,steer,from_female-single_to_male-single,single,single,w_rf,1,0.05,1.0
gemma-3-12b-it,atp,steer,from_female-single_to_male-single,single,single,w_rf,1,0.07,1.0
gemma-3-12b-it,atp,steer,from_female-single_to_male-single,single,single,w_rf,1,0.09,1.0
gemma-3-12b-it,atp,steer,from_female-single_to_male-single,single,single,w_rf,1,0.1,1.0
gemma-3-12b-it,atp,steer,from_female-single_to_male-single,single,single,w_rf,1,0.5,1.0
gemma-3-12b-it,atp,steer,from_female-single_to_male-single,single,single,w_rf,1,1.0,0.0
Qwen1.5-32B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,10,0.01,1.0
Qwen1.5-32B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,10,0.03,1.0
Qwen1.5-32B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,10,0.05,0.8541666666666666
Qwen1.5-32B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,10,0.07,0.0
Qwen1.5-32B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,10,0.09,0.0
Qwen1.5-32B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,10,0.1,0.0
Qwen1.5-32B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,10,0.5,0.0
Qwen1.5-32B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,10,1.0,0.0
Qwen1.5-32B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,8,0.01,1.0
Qwen1.5-32B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,8,0.03,1.0
Qwen1.5-32B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,8,0.05,1.0
Qwen1.5-32B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,8,0.07,0.0625
Qwen1.5-32B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,8,0.09,0.0
Qwen1.5-32B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,8,0.1,0.0
Qwen1.5-32B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,8,0.5,0.0
Qwen1.5-32B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,8,1.0,0.0
Qwen1.5-32B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,6,0.01,1.0
Qwen1.5-32B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,6,0.03,1.0
Qwen1.5-32B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,6,0.05,1.0
Qwen1.5-32B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,6,0.07,0.6875
Qwen1.5-32B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,6,0.09,0.0
Qwen1.5-32B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,6,0.1,0.0
Qwen1.5-32B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,6,0.5,0.0
Qwen1.5-32B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,6,1.0,0.0
Qwen1.5-32B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,5,0.01,1.0
Qwen1.5-32B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,5,0.03,1.0
Qwen1.5-32B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,5,0.05,1.0
Qwen1.5-32B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,5,0.07,1.0
Qwen1.5-32B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,5,0.09,0.0
Qwen1.5-32B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,5,0.1,0.0
Qwen1.5-32B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,5,0.5,0.0
Qwen1.5-32B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,5,1.0,0.0
Qwen1.5-32B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,4,0.01,1.0
Qwen1.5-32B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,4,0.03,1.0
Qwen1.5-32B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,4,0.05,1.0
Qwen1.5-32B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,4,0.07,1.0
Qwen1.5-32B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,4,0.09,0.0
Qwen1.5-32B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,4,0.1,0.0
Qwen1.5-32B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,4,0.5,0.0
Qwen1.5-32B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,4,1.0,0.0
Qwen1.5-32B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,2,0.01,1.0
Qwen1.5-32B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,2,0.03,1.0
Qwen1.5-32B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,2,0.05,1.0
Qwen1.5-32B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,2,0.07,1.0
Qwen1.5-32B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,2,0.09,1.0
Qwen1.5-32B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,2,0.1,1.0
Qwen1.5-32B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,2,0.5,0.0
Qwen1.5-32B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,2,1.0,0.0
Qwen1.5-32B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,1,0.01,0.5416666666666666
Qwen1.5-32B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,1,0.03,0.9791666666666666
Qwen1.5-32B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,1,0.05,1.0
Qwen1.5-32B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,1,0.07,1.0
Qwen1.5-32B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,1,0.09,1.0
Qwen1.5-32B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,1,0.1,1.0
Qwen1.5-32B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,1,0.5,0.0
Qwen1.5-32B-Chat,atp,steer,from_female-single_to_male-single,single,single,w_rf,1,1.0,0.0
Falcon3-10B-Instruct,atp,steer,from_female-single_to_male-single,single,single,w_rf,10,0.01,1.0
Falcon3-10B-Instruct,atp,steer,from_female-single_to_male-single,single,single,w_rf,10,0.03,0.0
Falcon3-10B-Instruct,atp,steer,from_female-single_to_male-single,single,single,w_rf,10,0.05,0.0
Falcon3-10B-Instruct,atp,steer,from_female-single_to_male-single,single,single,w_rf,10,0.07,0.0
Falcon3-10B-Instruct,atp,steer,from_female-single_to_male-single,single,single,w_rf,10,0.09,0.0
Falcon3-10B-Instruct,atp,steer,from_female-single_to_male-single,single,single,w_rf,10,0.1,0.0
Falcon3-10B-Instruct,atp,steer,from_female-single_to_male-single,single,single,w_rf,10,0.5,0.0
Falcon3-10B-Instruct,atp,steer,from_female-single_to_male-single,single,single,w_rf,10,1.0,0.0
Falcon3-10B-Instruct,atp,steer,from_female-single_to_male-single,single,single,w_rf,8,0.01,1.0
Falcon3-10B-Instruct,atp,steer,from_female-single_to_male-single,single,single,w_rf,8,0.03,0.0
Falcon3-10B-Instruct,atp,steer,from_female-single_to_male-single,single,single,w_rf,8,0.05,0.0
Falcon3-10B-Instruct,atp,steer,from_female-single_to_male-single,single,single,w_rf,8,0.07,0.0
Falcon3-10B-Instruct,atp,steer,from_female-single_to_male-single,single,single,w_rf,8,0.09,0.0
Falcon3-10B-Instruct,atp,steer,from_female-single_to_male-single,single,single,w_rf,8,0.1,0.0
Falcon3-10B-Instruct,atp,steer,from_female-single_to_male-single,single,single,w_rf,8,0.5,0.0
Falcon3-10B-Instruct,atp,steer,from_female-single_to_male-single,single,single,w_rf,8,1.0,0.0
Falcon3-10B-Instruct,atp,steer,from_female-single_to_male-single,single,single,w_rf,6,0.01,0.82
Falcon3-10B-Instruct,atp,steer,from_female-single_to_male-single,single,single,w_rf,6,0.03,0.0
Falcon3-10B-Instruct,atp,steer,from_female-single_to_male-single,single,single,w_rf,6,0.05,0.0
Falcon3-10B-Instruct,atp,steer,from_female-single_to_male-single,single,single,w_rf,6,0.07,0.0
Falcon3-10B-Instruct,atp,steer,from_female-single_to_male-single,single,single,w_rf,6,0.09,0.0
Falcon3-10B-Instruct,atp,steer,from_female-single_to_male-single,single,single,w_rf,6,0.1,0.0
Falcon3-10B-Instruct,atp,steer,from_female-single_to_male-single,single,single,w_rf,6,0.5,0.0
Falcon3-10B-Instruct,atp,steer,from_female-single_to_male-single,single,single,w_rf,6,1.0,0.0
Falcon3-10B-Instruct,atp,steer,from_female-single_to_male-single,single,single,w_rf,5,0.01,0.52
Falcon3-10B-Instruct,atp,steer,from_female-single_to_male-single,single,single,w_rf,5,0.03,0.0
Falcon3-10B-Instruct,atp,steer,from_female-single_to_male-single,single,single,w_rf,5,0.05,0.0
Falcon3-10B-Instruct,atp,steer,from_female-single_to_male-single,single,single,w_rf,5,0.07,0.0
Falcon3-10B-Instruct,atp,steer,from_female-single_to_male-single,single,single,w_rf,5,0.09,0.0
Falcon3-10B-Instruct,atp,steer,from_female-single_to_male-single,single,single,w_rf,5,0.1,0.0
Falcon3-10B-Instruct,atp,steer,from_female-single_to_male-single,single,single,w_rf,5,0.5,0.0
Falcon3-10B-Instruct,atp,steer,from_female-single_to_male-single,single,single,w_rf,5,1.0,0.0
Falcon3-10B-Instruct,atp,steer,from_female-single_to_male-single,single,single,w_rf,4,0.01,0.3
Falcon3-10B-Instruct,atp,steer,from_female-single_to_male-single,single,single,w_rf,4,0.03,0.0
Falcon3-10B-Instruct,atp,steer,from_female-single_to_male-single,single,single,w_rf,4,0.05,0.0
Falcon3-10B-Instruct,atp,steer,from_female-single_to_male-single,single,single,w_rf,4,0.07,0.0
Falcon3-10B-Instruct,atp,steer,from_female-single_to_male-single,single,single,w_rf,4,0.09,0.0
Falcon3-10B-Instruct,atp,steer,from_female-single_to_male-single,single,single,w_rf,4,0.1,0.0
Falcon3-10B-Instruct,atp,steer,from_female-single_to_male-single,single,single,w_rf,4,0.5,0.0
Falcon3-10B-Instruct,atp,steer,from_female-single_to_male-single,single,single,w_rf,4,1.0,0.0
Falcon3-10B-Instruct,atp,steer,from_female-single_to_male-single,single,single,w_rf,2,0.01,0.0
Falcon3-10B-Instruct,atp,steer,from_female-single_to_male-single,single,single,w_rf,2,0.03,0.0
Falcon3-10B-Instruct,atp,steer,from_female-single_to_male-single,single,single,w_rf,2,0.05,0.0
Falcon3-10B-Instruct,atp,steer,from_female-single_to_male-single,single,single,w_rf,2,0.07,0.0
