model_id,method,ablation,task,eval_variant,steer_variant,rf_mode,x_axis,x_value,max_accuracy,maximised_over,argmax_value,n_contributing
Qwen1.5-14B-Chat,atp,steer,from_paragraph-single_to_sentence-single,single,long,mcqa,topk,0.05,0.9090909090909091,steering factor,2.0,7
Qwen1.5-14B-Chat,atp,steer,from_paragraph-single_to_sentence-single,single,long,mcqa,topk,0.07,0.9090909090909091,steering factor,1.0,7
Qwen1.5-14B-Chat,atp,steer,from_paragraph-single_to_sentence-single,single,long,mcqa,topk,0.09,0.8787878787878788,steering factor,1.0,7
Qwen1.5-14B-Chat,atp,steer,from_paragraph-single_to_sentence-single,single,long,mcqa,topk,0.1,0.8787878787878788,steering factor,1.0,7
Qwen1.5-14B-Chat,atp,steer,from_paragraph-single_to_sentence-single,single,long,mcqa,topk,0.5,0.0,steering factor,10.0,7
Qwen1.5-14B-Chat,atp,steer,from_paragraph-single_to_sentence-single,single,long,mcqa,topk,1.0,0.06060606060606061,steering factor,2.0,7
OLMo-2-1124-13B-DPO,atp,steer,from_paragraph-single_to_sentence-single,single,long,mcqa,topk,0.01,0.56,steering factor,2.0,7
OLMo-2-1124-13B-DPO,atp,steer,from_paragraph-single_to_sentence-single,single,long,mcqa,topk,0.03,0.54,steering factor,1.0,7
OLMo-2-1124-13B-DPO,atp,steer,from_paragraph-single_to_sentence-single,single,long,mcqa,topk,0.05,0.62,steering factor,1.0,7
OLMo-2-1124-13B-DPO,atp,steer,from_paragraph-single_to_sentence-single,single,long,mcqa,topk,0.07,0.64,steering factor,1.0,7
OLMo-2-1124-13B-DPO,atp,steer,from_paragraph-single_to_sentence-single,single,long,mcqa,topk,0.09,0.58,steering factor,1.0,7
OLMo-2-1124-13B-DPO,atp,steer,from_paragraph-single_to_sentence-single,single,long,mcqa,topk,0.1,0.48,steering factor,1.0,7
OLMo-2-1124-13B-DPO,atp,steer,from_paragraph-single_to_sentence-single,single,long,mcqa,topk,0.5,0.22,steering factor,1.0,7
OLMo-2-1124-13B-DPO,atp,steer,from_paragraph-single_to_sentence-single,single,long,mcqa,topk,1.0,0.38,steering factor,1.0,7
gemma-3-12b-it,atp,steer,from_paragraph-single_to_sentence-single,single,long,mcqa,topk,0.01,0.42,steering factor,10.0,7
gemma-3-12b-it,atp,steer,from_paragraph-single_to_sentence-single,single,long,mcqa,topk,0.03,0.96,steering factor,4.0,7
gemma-3-12b-it,atp,steer,from_paragraph-single_to_sentence-single,single,long,mcqa,topk,0.05,0.92,steering factor,2.0,7
gemma-3-12b-it,atp,steer,from_paragraph-single_to_sentence-single,single,long,mcqa,topk,0.07,0.88,steering factor,2.0,7
gemma-3-12b-it,atp,steer,from_paragraph-single_to_sentence-single,single,long,mcqa,topk,0.09,0.94,steering factor,2.0,7
gemma-3-12b-it,atp,steer,from_paragraph-single_to_sentence-single,single,long,mcqa,topk,0.1,0.94,steering factor,4.0,7
gemma-3-12b-it,atp,steer,from_paragraph-single_to_sentence-single,single,long,mcqa,topk,0.5,0.96,steering factor,2.0,7
gemma-3-12b-it,atp,steer,from_paragraph-single_to_sentence-single,single,long,mcqa,topk,1.0,0.9,steering factor,2.0,7
Qwen1.5-32B-Chat,atp,steer,from_paragraph-single_to_sentence-single,single,long,mcqa,topk,0.01,,steering factor,,0
Qwen1.5-32B-Chat,atp,steer,from_paragraph-single_to_sentence-single,single,long,mcqa,topk,0.03,,steering factor,,0
Qwen1.5-32B-Chat,atp,steer,from_paragraph-single_to_sentence-single,single,long,mcqa,topk,0.05,,steering factor,,0
Qwen1.5-32B-Chat,atp,steer,from_paragraph-single_to_sentence-single,single,long,mcqa,topk,0.07,,steering factor,,0
Qwen1.5-32B-Chat,atp,steer,from_paragraph-single_to_sentence-single,single,long,mcqa,topk,0.09,,steering factor,,0
Qwen1.5-32B-Chat,atp,steer,from_paragraph-single_to_sentence-single,single,long,mcqa,topk,0.1,,steering factor,,0
Qwen1.5-32B-Chat,atp,steer,from_paragraph-single_to_sentence-single,single,long,mcqa,topk,0.5,,steering factor,,0
Qwen1.5-32B-Chat,atp,steer,from_paragraph-single_to_sentence-single,single,long,mcqa,topk,1.0,,steering factor,,0
Falcon3-10B-Instruct,atp,steer,from_paragraph-single_to_sentence-single,single,long,mcqa,topk,0.01,0.4883720930232558,steering factor,10.0,7
Falcon3-10B-Instruct,atp,steer,from_paragraph-single_to_sentence-single,single,long,mcqa,topk,0.03,0.6511627906976745,steering factor,10.0,7
Falcon3-10B-Instruct,atp,steer,from_paragraph-single_to_sentence-single,single,long,mcqa,topk,0.05,0.6976744186046512,steering factor,6.0,7
Falcon3-10B-Instruct,atp,steer,from_paragraph-single_to_sentence-single,single,long,mcqa,topk,0.07,0.8372093023255814,steering factor,6.0,7
Falcon3-10B-Instruct,atp,steer,from_paragraph-single_to_sentence-single,single,long,mcqa,topk,0.09,0.813953488372093,steering factor,6.0,7
Falcon3-10B-Instruct,atp,steer,from_paragraph-single_to_sentence-single,single,long,mcqa,topk,0.1,0.7906976744186046,steering factor,6.0,7
Falcon3-10B-Instruct,atp,steer,from_paragraph-single_to_sentence-single,single,long,mcqa,topk,0.5,0.5813953488372093,steering factor,1.0,7
Falcon3-10B-Instruct,atp,steer,from_paragraph-single_to_sentence-single,single,long,mcqa,topk,1.0,0.13953488372093023,steering factor,1.0,7
Qwen1.5-14B-Chat,atp,steer,from_paragraph-single_to_sentence-single,long,single,comb,topk,0.01,0.30303030303030304,steering factor,10.0,7
Qwen1.5-14B-Chat,atp,steer,from_paragraph-single_to_sentence-single,long,single,comb,topk,0.03,0.7878787878787878,steering factor,6.0,7
Qwen1.5-14B-Chat,atp,steer,from_paragraph-single_to_sentence-single,long,single,comb,topk,0.05,0.36363636363636365,steering factor,2.0,7
Qwen1.5-14B-Chat,atp,steer,from_paragraph-single_to_sentence-single,long,single,comb,topk,0.07,0.36363636363636365,steering factor,2.0,7
Qwen1.5-14B-Chat,atp,steer,from_paragraph-single_to_sentence-single,long,single,comb,topk,0.09,0.5454545454545454,steering factor,2.0,7
Qwen1.5-14B-Chat,atp,steer,from_paragraph-single_to_sentence-single,long,single,comb,topk,0.1,0.6666666666666666,steering factor,1.0,7
Qwen1.5-14B-Chat,atp,steer,from_paragraph-single_to_sentence-single,long,single,comb,topk,0.5,0.030303030303030304,steering factor,1.0,7
Qwen1.5-14B-Chat,atp,steer,from_paragraph-single_to_sentence-single,long,single,comb,topk,1.0,0.0,steering factor,10.0,7
OLMo-2-1124-13B-DPO,atp,steer,from_paragraph-single_to_sentence-single,long,single,comb,topk,0.01,0.06,steering factor,6.0,7
OLMo-2-1124-13B-DPO,atp,steer,from_paragraph-single_to_sentence-single,long,single,comb,topk,0.03,0.34,steering factor,10.0,7
OLMo-2-1124-13B-DPO,atp,steer,from_paragraph-single_to_sentence-single,long,single,comb,topk,0.05,0.34,steering factor,8.0,7
OLMo-2-1124-13B-DPO,atp,steer,from_paragraph-single_to_sentence-single,long,single,comb,topk,0.07,0.52,steering factor,8.0,7
OLMo-2-1124-13B-DPO,atp,steer,from_paragraph-single_to_sentence-single,long,single,comb,topk,0.09,0.84,steering factor,5.0,7
OLMo-2-1124-13B-DPO,atp,steer,from_paragraph-single_to_sentence-single,long,single,comb,topk,0.1,0.8,steering factor,4.0,7
OLMo-2-1124-13B-DPO,atp,steer,from_paragraph-single_to_sentence-single,long,single,comb,topk,0.5,0.2,steering factor,2.0,7
OLMo-2-1124-13B-DPO,atp,steer,from_paragraph-single_to_sentence-single,long,single,comb,topk,1.0,0.18,steering factor,2.0,7
gemma-3-12b-it,atp,steer,from_paragraph-single_to_sentence-single,long,single,comb,topk,0.01,0.04,steering factor,10.0,7
gemma-3-12b-it,atp,steer,from_paragraph-single_to_sentence-single,long,single,comb,topk,0.03,0.02,steering factor,5.0,7
gemma-3-12b-it,atp,steer,from_paragraph-single_to_sentence-single,long,single,comb,topk,0.05,0.06,steering factor,10.0,7
gemma-3-12b-it,atp,steer,from_paragraph-single_to_sentence-single,long,single,comb,topk,0.07,0.14,steering factor,10.0,7
gemma-3-12b-it,atp,steer,from_paragraph-single_to_sentence-single,long,single,comb,topk,0.09,0.16,steering factor,6.0,7
gemma-3-12b-it,atp,steer,from_paragraph-single_to_sentence-single,long,single,comb,topk,0.1,0.14,steering factor,10.0,7
gemma-3-12b-it,atp,steer,from_paragraph-single_to_sentence-single,long,single,comb,topk,0.5,0.26,steering factor,10.0,7
gemma-3-12b-it,atp,steer,from_paragraph-single_to_sentence-single,long,single,comb,topk,1.0,0.38,steering factor,10.0,7
Qwen1.5-32B-Chat,atp,steer,from_paragraph-single_to_sentence-single,long,single,comb,topk,0.01,,steering factor,,0
Qwen1.5-32B-Chat,atp,steer,from_paragraph-single_to_sentence-single,long,single,comb,topk,0.03,,steering factor,,0
Qwen1.5-32B-Chat,atp,steer,from_paragraph-single_to_sentence-single,long,single,comb,topk,0.05,,steering factor,,0
Qwen1.5-32B-Chat,atp,steer,from_paragraph-single_to_sentence-single,long,single,comb,topk,0.07,,steering factor,,0
Qwen1.5-32B-Chat,atp,steer,from_paragraph-single_to_sentence-single,long,single,comb,topk,0.09,,steering factor,,0
Qwen1.5-32B-Chat,atp,steer,from_paragraph-single_to_sentence-single,long,single,comb,topk,0.1,,steering factor,,0
Qwen1.5-32B-Chat,atp,steer,from_paragraph-single_to_sentence-single,long,single,comb,topk,0.5,,steering factor,,0
Qwen1.5-32B-Chat,atp,steer,from_paragraph-single_to_sentence-single,long,single,comb,topk,1.0,,steering factor,,0
Falcon3-10B-Instruct,atp,steer,from_paragraph-single_to_sentence-single,long,single,comb,topk,0.01,0.18604651162790697,steering factor,10.0,7
Falcon3-10B-Instruct,atp,steer,from_paragraph-single_to_sentence-single,long,single,comb,topk,0.03,0.18604651162790697,steering factor,10.0,7
Falcon3-10B-Instruct,atp,steer,from_paragraph-single_to_sentence-single,long,single,comb,topk,0.05,0.20930232558139536,steering factor,10.0,7
Falcon3-10B-Instruct,atp,steer,from_paragraph-single_to_sentence-single,long,single,comb,topk,0.07,0.5813953488372093,steering factor,10.0,7
Falcon3-10B-Instruct,atp,steer,from_paragraph-single_to_sentence-single,long,single,comb,topk,0.09,0.6976744186046512,steering factor,10.0,7
Falcon3-10B-Instruct,atp,steer,from_paragraph-single_to_sentence-single,long,single,comb,topk,0.1,0.7674418604651163,steering factor,10.0,7
Falcon3-10B-Instruct,atp,steer,from_paragraph-single_to_sentence-single,long,single,comb,topk,0.5,0.27906976744186046,steering factor,1.0,7
Falcon3-10B-Instruct,atp,steer,from_paragraph-single_to_sentence-single,long,single,comb,topk,1.0,0.046511627906976744,steering factor,1.0,7
Qwen1.5-14B-Chat,atp,steer,from_paragraph-single_to_sentence-single,long,long,comb,topk,0.01,0.2727272727272727,steering factor,10.0,7
Qwen1.5-14B-Chat,atp,steer,from_paragraph-single_to_sentence-single,long,long,comb,topk,0.03,0.9090909090909091,steering factor,6.0,7
Qwen1.5-14B-Chat,atp,steer,from_paragraph-single_to_sentence-single,long,long,comb,topk,0.05,0.8181818181818182,steering factor,4.0,7
Qwen1.5-14B-Chat,atp,steer,from_paragraph-single_to_sentence-single,long,long,comb,topk,0.07,0.48484848484848486,steering factor,2.0,7
Qwen1.5-14B-Chat,atp,steer,from_paragraph-single_to_sentence-single,long,long,comb,topk,0.09,0.30303030303030304,steering factor,1.0,7
Qwen1.5-14B-Chat,atp,steer,from_paragraph-single_to_sentence-single,long,long,comb,topk,0.1,0.8181818181818182,steering factor,1.0,7
Qwen1.5-14B-Chat,atp,steer,from_paragraph-single_to_sentence-single,long,long,comb,topk,0.5,0.0,steering factor,10.0,7
Qwen1.5-14B-Chat,atp,steer,from_paragraph-single_to_sentence-single,long,long,comb,topk,1.0,0.0,steering factor,10.0,7
OLMo-2-1124-13B-DPO,atp,steer,from_paragraph-single_to_sentence-single,long,long,comb,topk,0.01,0.26,steering factor,10.0,7
OLMo-2-1124-13B-DPO,atp,steer,from_paragraph-single_to_sentence-single,long,long,comb,topk,0.03,0.96,steering factor,10.0,7
OLMo-2-1124-13B-DPO,atp,steer,from_paragraph-single_to_sentence-single,long,long,comb,topk,0.05,0.7,steering factor,6.0,7
OLMo-2-1124-13B-DPO,atp,steer,from_paragraph-single_to_sentence-single,long,long,comb,topk,0.07,0.82,steering factor,5.0,7
OLMo-2-1124-13B-DPO,atp,steer,from_paragraph-single_to_sentence-single,long,long,comb,topk,0.09,0.72,steering factor,5.0,7
OLMo-2-1124-13B-DPO,atp,steer,from_paragraph-single_to_sentence-single,long,long,comb,topk,0.1,0.8,steering factor,5.0,7
OLMo-2-1124-13B-DPO,atp,steer,from_paragraph-single_to_sentence-single,long,long,comb,topk,0.5,0.44,steering factor,4.0,7
OLMo-2-1124-13B-DPO,atp,steer,from_paragraph-single_to_sentence-single,long,long,comb,topk,1.0,0.6,steering factor,2.0,7
gemma-3-12b-it,atp,steer,from_paragraph-single_to_sentence-single,long,long,comb,topk,0.01,0.04,steering factor,5.0,7
gemma-3-12b-it,atp,steer,from_paragraph-single_to_sentence-single,long,long,comb,topk,0.03,0.42,steering factor,10.0,7
gemma-3-12b-it,atp,steer,from_paragraph-single_to_sentence-single,long,long,comb,topk,0.05,0.9,steering factor,10.0,7
gemma-3-12b-it,atp,steer,from_paragraph-single_to_sentence-single,long,long,comb,topk,0.07,1.0,steering factor,10.0,7
gemma-3-12b-it,atp,steer,from_paragraph-single_to_sentence-single,long,long,comb,topk,0.09,0.98,steering factor,10.0,7
gemma-3-12b-it,atp,steer,from_paragraph-single_to_sentence-single,long,long,comb,topk,0.1,0.92,steering factor,10.0,7
gemma-3-12b-it,atp,steer,from_paragraph-single_to_sentence-single,long,long,comb,topk,0.5,0.88,steering factor,8.0,7
gemma-3-12b-it,atp,steer,from_paragraph-single_to_sentence-single,long,long,comb,topk,1.0,0.8,steering factor,6.0,7
Qwen1.5-32B-Chat,atp,steer,from_paragraph-single_to_sentence-single,long,long,comb,topk,0.01,,steering factor,,0
Qwen1.5-32B-Chat,atp,steer,from_paragraph-single_to_sentence-single,long,long,comb,topk,0.03,,steering factor,,0
Qwen1.5-32B-Chat,atp,steer,from_paragraph-single_to_sentence-single,long,long,comb,topk,0.05,,steering factor,,0
Qwen1.5-32B-Chat,atp,steer,from_paragraph-single_to_sentence-single,long,long,comb,topk,0.07,,steering factor,,0
Qwen1.5-32B-Chat,atp,steer,from_paragraph-single_to_sentence-single,long,long,comb,topk,0.09,,steering factor,,0
Qwen1.5-32B-Chat,atp,steer,from_paragraph-single_to_sentence-single,long,long,comb,topk,0.1,,steering factor,,0
Qwen1.5-32B-Chat,atp,steer,from_paragraph-single_to_sentence-single,long,long,comb,topk,0.5,,steering factor,,0
Qwen1.5-32B-Chat,atp,steer,from_paragraph-single_to_sentence-single,long,long,comb,topk,1.0,,steering factor,,0
Falcon3-10B-Instruct,atp,steer,from_paragraph-single_to_sentence-single,long,long,comb,topk,0.01,0.16279069767441862,steering factor,10.0,7
Falcon3-10B-Instruct,atp,steer,from_paragraph-single_to_sentence-single,long,long,comb,topk,0.03,0.23255813953488372,steering factor,10.0,7
Falcon3-10B-Instruct,atp,steer,from_paragraph-single_to_sentence-single,long,long,comb,topk,0.05,0.3488372093023256,steering factor,10.0,7
Falcon3-10B-Instruct,atp,steer,from_paragraph-single_to_sentence-single,long,long,comb,topk,0.07,0.7441860465116279,steering factor,10.0,7
Falcon3-10B-Instruct,atp,steer,from_paragraph-single_to_sentence-single,long,long,comb,topk,0.09,0.8372093023255814,steering factor,10.0,7
Falcon3-10B-Instruct,atp,steer,from_paragraph-single_to_sentence-single,long,long,comb,topk,0.1,0.9069767441860465,steering factor,10.0,7
Falcon3-10B-Instruct,atp,steer,from_paragraph-single_to_sentence-single,long,long,comb,topk,0.5,0.5348837209302325,steering factor,1.0,7
Falcon3-10B-Instruct,atp,steer,from_paragraph-single_to_sentence-single,long,long,comb,topk,1.0,0.2558139534883721,steering factor,1.0,7
