model_id,task,method,ablation,eval_variant,steer_variant,rf_mode,topk,max_accuracy,best_steering_factor
OLMo-2-1124-13B-DPO,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,single,single,w_rf,0.01,1.0,10.0
OLMo-2-1124-13B-DPO,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,single,single,w_rf,0.03,1.0,10.0
OLMo-2-1124-13B-DPO,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,single,single,w_rf,0.05,1.0,10.0
OLMo-2-1124-13B-DPO,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,single,single,w_rf,0.07,1.0,6.0
OLMo-2-1124-13B-DPO,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,single,single,w_rf,0.09,1.0,10.0
OLMo-2-1124-13B-DPO,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,single,single,w_rf,0.1,1.0,10.0
OLMo-2-1124-13B-DPO,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,single,single,w_rf,0.5,1.0,6.0
OLMo-2-1124-13B-DPO,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,single,single,w_rf,1.0,0.5918367346938775,4.0
gemma-3-12b-it,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,single,single,w_rf,0.01,0.5,10.0
gemma-3-12b-it,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,single,single,w_rf,0.03,1.0,8.0
gemma-3-12b-it,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,single,single,w_rf,0.05,1.0,10.0
gemma-3-12b-it,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,single,single,w_rf,0.07,1.0,8.0
gemma-3-12b-it,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,single,single,w_rf,0.09,1.0,6.0
gemma-3-12b-it,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,single,single,w_rf,0.1,1.0,8.0
gemma-3-12b-it,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,single,single,w_rf,0.5,1.0,2.0
gemma-3-12b-it,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,single,single,w_rf,1.0,0.0,10.0
Qwen1.5-32B-Chat,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,single,single,w_rf,0.01,1.0,10.0
Qwen1.5-32B-Chat,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,single,single,w_rf,0.03,1.0,10.0
Qwen1.5-32B-Chat,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,single,single,w_rf,0.05,1.0,6.0
Qwen1.5-32B-Chat,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,single,single,w_rf,0.07,1.0,6.0
Qwen1.5-32B-Chat,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,single,single,w_rf,0.09,1.0,5.0
Qwen1.5-32B-Chat,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,single,single,w_rf,0.1,1.0,5.0
Qwen1.5-32B-Chat,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,single,single,w_rf,0.5,0.0,10.0
Qwen1.5-32B-Chat,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,single,single,w_rf,1.0,0.0,10.0
Falcon3-10B-Instruct,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,single,single,w_rf,0.01,0.98,10.0
Falcon3-10B-Instruct,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,single,single,w_rf,0.03,1.0,10.0
Falcon3-10B-Instruct,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,single,single,w_rf,0.05,1.0,10.0
Falcon3-10B-Instruct,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,single,single,w_rf,0.07,1.0,10.0
Falcon3-10B-Instruct,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,single,single,w_rf,0.09,1.0,6.0
Falcon3-10B-Instruct,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,single,single,w_rf,0.1,1.0,6.0
Falcon3-10B-Instruct,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,single,single,w_rf,0.5,0.98,1.0
Falcon3-10B-Instruct,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,single,single,w_rf,1.0,0.3,1.0
Qwen1.5-14B-Chat,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,single,long,w_rf,0.01,1.0,10.0
Qwen1.5-14B-Chat,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,single,long,w_rf,0.03,1.0,8.0
Qwen1.5-14B-Chat,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,single,long,w_rf,0.05,1.0,6.0
Qwen1.5-14B-Chat,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,single,long,w_rf,0.07,1.0,8.0
Qwen1.5-14B-Chat,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,single,long,w_rf,0.09,1.0,10.0
Qwen1.5-14B-Chat,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,single,long,w_rf,0.1,1.0,10.0
Qwen1.5-14B-Chat,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,single,long,w_rf,0.5,0.0,10.0
Qwen1.5-14B-Chat,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,single,long,w_rf,1.0,0.0,10.0
OLMo-2-1124-13B-DPO,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,single,long,w_rf,0.01,1.0,10.0
OLMo-2-1124-13B-DPO,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,single,long,w_rf,0.03,1.0,10.0
OLMo-2-1124-13B-DPO,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,single,long,w_rf,0.05,1.0,10.0
OLMo-2-1124-13B-DPO,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,single,long,w_rf,0.07,1.0,8.0
OLMo-2-1124-13B-DPO,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,single,long,w_rf,0.09,1.0,8.0
OLMo-2-1124-13B-DPO,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,single,long,w_rf,0.1,1.0,6.0
OLMo-2-1124-13B-DPO,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,single,long,w_rf,0.5,1.0,2.0
OLMo-2-1124-13B-DPO,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,single,long,w_rf,1.0,0.30612244897959184,5.0
gemma-3-12b-it,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,single,long,w_rf,0.01,1.0,10.0
gemma-3-12b-it,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,single,long,w_rf,0.03,1.0,6.0
gemma-3-12b-it,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,single,long,w_rf,0.05,1.0,4.0
gemma-3-12b-it,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,single,long,w_rf,0.07,1.0,4.0
gemma-3-12b-it,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,single,long,w_rf,0.09,1.0,2.0
gemma-3-12b-it,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,single,long,w_rf,0.1,1.0,2.0
gemma-3-12b-it,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,single,long,w_rf,0.5,1.0,2.0
gemma-3-12b-it,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,single,long,w_rf,1.0,1.0,2.0
Qwen1.5-32B-Chat,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,single,long,w_rf,0.01,1.0,10.0
Qwen1.5-32B-Chat,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,single,long,w_rf,0.03,1.0,10.0
Qwen1.5-32B-Chat,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,single,long,w_rf,0.05,1.0,10.0
Qwen1.5-32B-Chat,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,single,long,w_rf,0.07,1.0,10.0
Qwen1.5-32B-Chat,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,single,long,w_rf,0.09,1.0,10.0
Qwen1.5-32B-Chat,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,single,long,w_rf,0.1,1.0,10.0
Qwen1.5-32B-Chat,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,single,long,w_rf,0.5,0.0,10.0
Qwen1.5-32B-Chat,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,single,long,w_rf,1.0,0.0,10.0
Falcon3-10B-Instruct,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,single,long,w_rf,0.01,0.82,10.0
Falcon3-10B-Instruct,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,single,long,w_rf,0.03,1.0,10.0
Falcon3-10B-Instruct,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,single,long,w_rf,0.05,1.0,10.0
Falcon3-10B-Instruct,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,single,long,w_rf,0.07,1.0,10.0
Falcon3-10B-Instruct,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,single,long,w_rf,0.09,1.0,6.0
Falcon3-10B-Instruct,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,single,long,w_rf,0.1,1.0,6.0
Falcon3-10B-Instruct,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,single,long,w_rf,0.5,0.66,2.0
Falcon3-10B-Instruct,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,single,long,w_rf,1.0,0.18,1.0
Qwen1.5-14B-Chat,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,long,single,comb,0.01,0.72,10.0
Qwen1.5-14B-Chat,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,long,single,comb,0.03,0.94,10.0
Qwen1.5-14B-Chat,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,long,single,comb,0.05,0.94,8.0
Qwen1.5-14B-Chat,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,long,single,comb,0.07,0.98,6.0
Qwen1.5-14B-Chat,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,long,single,comb,0.09,0.98,5.0
Qwen1.5-14B-Chat,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,long,single,comb,0.1,0.94,4.0
Qwen1.5-14B-Chat,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,long,single,comb,0.5,0.0,10.0
Qwen1.5-14B-Chat,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,long,single,comb,1.0,0.0,10.0
OLMo-2-1124-13B-DPO,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,long,single,comb,0.01,0.78,10.0
OLMo-2-1124-13B-DPO,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,long,single,comb,0.03,0.8,4.0
OLMo-2-1124-13B-DPO,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,long,single,comb,0.05,0.78,2.0
OLMo-2-1124-13B-DPO,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,long,single,comb,0.07,0.78,2.0
OLMo-2-1124-13B-DPO,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,long,single,comb,0.09,0.78,2.0
OLMo-2-1124-13B-DPO,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,long,single,comb,0.1,0.78,2.0
OLMo-2-1124-13B-DPO,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,long,single,comb,0.5,0.72,1.0
OLMo-2-1124-13B-DPO,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,long,single,comb,1.0,0.76,1.0
gemma-3-12b-it,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,long,single,comb,0.01,0.04,10.0
gemma-3-12b-it,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,long,single,comb,0.03,0.98,10.0
gemma-3-12b-it,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,long,single,comb,0.05,0.96,8.0
gemma-3-12b-it,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,long,single,comb,0.07,0.96,5.0
gemma-3-12b-it,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,long,single,comb,0.09,0.98,6.0
gemma-3-12b-it,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,long,single,comb,0.1,0.96,8.0
gemma-3-12b-it,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,long,single,comb,0.5,0.98,4.0
gemma-3-12b-it,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,long,single,comb,1.0,0.82,10.0
Qwen1.5-32B-Chat,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,long,single,comb,0.01,0.94,10.0
Qwen1.5-32B-Chat,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,long,single,comb,0.03,0.94,5.0
Qwen1.5-32B-Chat,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,long,single,comb,0.05,0.9,6.0
Qwen1.5-32B-Chat,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,long,single,comb,0.07,0.92,4.0
Qwen1.5-32B-Chat,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,long,single,comb,0.09,0.92,2.0
Qwen1.5-32B-Chat,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,long,single,comb,0.1,0.92,2.0
Qwen1.5-32B-Chat,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,long,single,comb,0.5,0.0,10.0
Qwen1.5-32B-Chat,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,long,single,comb,1.0,0.0,10.0
Falcon3-10B-Instruct,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,long,single,comb,0.01,0.72,10.0
Falcon3-10B-Instruct,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,long,single,comb,0.03,0.72,10.0
Falcon3-10B-Instruct,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,long,single,comb,0.05,0.74,10.0
Falcon3-10B-Instruct,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,long,single,comb,0.07,0.7,10.0
Falcon3-10B-Instruct,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,long,single,comb,0.09,0.76,5.0
Falcon3-10B-Instruct,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,long,single,comb,0.1,0.78,5.0
Falcon3-10B-Instruct,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,long,single,comb,0.5,0.46,1.0
Falcon3-10B-Instruct,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,long,single,comb,1.0,0.14,1.0
Qwen1.5-14B-Chat,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,long,long,comb,0.01,0.38,10.0
Qwen1.5-14B-Chat,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,long,long,comb,0.03,0.56,5.0
Qwen1.5-14B-Chat,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,long,long,comb,0.05,0.96,10.0
Qwen1.5-14B-Chat,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,long,long,comb,0.07,0.9,6.0
Qwen1.5-14B-Chat,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,long,long,comb,0.09,0.92,5.0
Qwen1.5-14B-Chat,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,long,long,comb,0.1,0.92,4.0
Qwen1.5-14B-Chat,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,long,long,comb,0.5,0.0,10.0
Qwen1.5-14B-Chat,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,long,long,comb,1.0,0.0,10.0
OLMo-2-1124-13B-DPO,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,long,long,comb,0.01,0.72,6.0
OLMo-2-1124-13B-DPO,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,long,long,comb,0.03,0.78,2.0
OLMo-2-1124-13B-DPO,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,long,long,comb,0.05,0.78,2.0
OLMo-2-1124-13B-DPO,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,long,long,comb,0.07,0.76,1.0
OLMo-2-1124-13B-DPO,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,long,long,comb,0.09,0.78,1.0
OLMo-2-1124-13B-DPO,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,long,long,comb,0.1,0.76,1.0
OLMo-2-1124-13B-DPO,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,long,long,comb,0.5,0.76,1.0
OLMo-2-1124-13B-DPO,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,long,long,comb,1.0,0.5,1.0
gemma-3-12b-it,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,long,long,comb,0.01,0.12,8.0
gemma-3-12b-it,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,long,long,comb,0.03,0.98,10.0
gemma-3-12b-it,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,long,long,comb,0.05,0.98,8.0
gemma-3-12b-it,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,long,long,comb,0.07,0.98,10.0
gemma-3-12b-it,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,long,long,comb,0.09,0.98,8.0
gemma-3-12b-it,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,long,long,comb,0.1,0.98,8.0
gemma-3-12b-it,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,long,long,comb,0.5,0.98,5.0
gemma-3-12b-it,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,long,long,comb,1.0,0.9,6.0
Qwen1.5-32B-Chat,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,long,long,comb,0.01,0.94,10.0
Qwen1.5-32B-Chat,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,long,long,comb,0.03,0.92,8.0
Qwen1.5-32B-Chat,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,long,long,comb,0.05,0.94,8.0
Qwen1.5-32B-Chat,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,long,long,comb,0.07,0.94,5.0
Qwen1.5-32B-Chat,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,long,long,comb,0.09,0.92,6.0
Qwen1.5-32B-Chat,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,long,long,comb,0.1,0.92,5.0
Qwen1.5-32B-Chat,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,long,long,comb,0.5,0.0,10.0
Qwen1.5-32B-Chat,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,long,long,comb,1.0,0.0,10.0
Falcon3-10B-Instruct,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,long,long,comb,0.01,0.64,10.0
Falcon3-10B-Instruct,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,long,long,comb,0.03,0.56,10.0
Falcon3-10B-Instruct,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,long,long,comb,0.05,0.58,10.0
Falcon3-10B-Instruct,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,long,long,comb,0.07,0.6,10.0
Falcon3-10B-Instruct,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,long,long,comb,0.09,0.56,5.0
Falcon3-10B-Instruct,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,long,long,comb,0.1,0.56,5.0
Falcon3-10B-Instruct,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,long,long,comb,0.5,0.42,1.0
Falcon3-10B-Instruct,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,long,long,comb,1.0,0.16,1.0
Qwen1.5-14B-Chat,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,single,single,w_rf,0.01,1.0,10.0
Qwen1.5-14B-Chat,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,single,single,w_rf,0.03,1.0,8.0
Qwen1.5-14B-Chat,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,single,single,w_rf,0.05,1.0,6.0
Qwen1.5-14B-Chat,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,single,single,w_rf,0.07,1.0,4.0
Qwen1.5-14B-Chat,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,single,single,w_rf,0.09,1.0,2.0
Qwen1.5-14B-Chat,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,single,single,w_rf,0.1,1.0,2.0
Qwen1.5-14B-Chat,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,single,single,w_rf,0.5,0.022222222222222223,1.0
Qwen1.5-14B-Chat,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,single,single,w_rf,1.0,0.0,10.0
OLMo-2-1124-13B-DPO,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,single,single,w_rf,0.01,0.04081632653061224,10.0
OLMo-2-1124-13B-DPO,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,single,single,w_rf,0.03,0.40816326530612246,8.0
OLMo-2-1124-13B-DPO,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,single,single,w_rf,0.05,1.0,6.0
OLMo-2-1124-13B-DPO,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,single,single,w_rf,0.07,0.673469387755102,6.0
OLMo-2-1124-13B-DPO,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,single,single,w_rf,0.09,0.04081632653061224,8.0
OLMo-2-1124-13B-DPO,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,single,single,w_rf,0.1,0.3673469387755102,6.0
OLMo-2-1124-13B-DPO,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,single,single,w_rf,0.5,1.0,1.0
OLMo-2-1124-13B-DPO,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,single,single,w_rf,1.0,0.5510204081632653,1.0
gemma-3-12b-it,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,single,single,w_rf,0.01,0.0,10.0
gemma-3-12b-it,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,single,single,w_rf,0.03,1.0,10.0
gemma-3-12b-it,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,single,single,w_rf,0.05,1.0,10.0
gemma-3-12b-it,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,single,single,w_rf,0.07,1.0,10.0
gemma-3-12b-it,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,single,single,w_rf,0.09,1.0,10.0
gemma-3-12b-it,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,single,single,w_rf,0.1,1.0,10.0
gemma-3-12b-it,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,single,single,w_rf,0.5,0.15,10.0
gemma-3-12b-it,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,single,single,w_rf,1.0,0.0,10.0
Qwen1.5-32B-Chat,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,single,single,w_rf,0.01,1.0,8.0
Qwen1.5-32B-Chat,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,single,single,w_rf,0.03,1.0,10.0
Qwen1.5-32B-Chat,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,single,single,w_rf,0.05,1.0,6.0
Qwen1.5-32B-Chat,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,single,single,w_rf,0.07,1.0,6.0
Qwen1.5-32B-Chat,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,single,single,w_rf,0.09,1.0,5.0
Qwen1.5-32B-Chat,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,single,single,w_rf,0.1,1.0,5.0
Qwen1.5-32B-Chat,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,single,single,w_rf,0.5,0.0,10.0
Qwen1.5-32B-Chat,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,single,single,w_rf,1.0,0.0,10.0
Falcon3-10B-Instruct,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,single,single,w_rf,0.01,0.0,10.0
Falcon3-10B-Instruct,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,single,single,w_rf,0.03,0.2,4.0
Falcon3-10B-Instruct,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,single,single,w_rf,0.05,1.0,6.0
Falcon3-10B-Instruct,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,single,single,w_rf,0.07,1.0,10.0
Falcon3-10B-Instruct,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,single,single,w_rf,0.09,1.0,10.0
Falcon3-10B-Instruct,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,single,single,w_rf,0.1,1.0,8.0
Falcon3-10B-Instruct,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,single,single,w_rf,0.5,0.08,1.0
Falcon3-10B-Instruct,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,single,single,w_rf,1.0,0.3,1.0
Qwen1.5-14B-Chat,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,single,long,w_rf,0.01,1.0,10.0
Qwen1.5-14B-Chat,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,single,long,w_rf,0.03,1.0,10.0
Qwen1.5-14B-Chat,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,single,long,w_rf,0.05,1.0,6.0
Qwen1.5-14B-Chat,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,single,long,w_rf,0.07,1.0,4.0
Qwen1.5-14B-Chat,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,single,long,w_rf,0.09,1.0,2.0
Qwen1.5-14B-Chat,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,single,long,w_rf,0.1,1.0,2.0
Qwen1.5-14B-Chat,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,single,long,w_rf,0.5,0.0,10.0
Qwen1.5-14B-Chat,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,single,long,w_rf,1.0,0.0,10.0
OLMo-2-1124-13B-DPO,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,single,long,w_rf,0.01,0.10204081632653061,10.0
OLMo-2-1124-13B-DPO,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,single,long,w_rf,0.03,0.6122448979591837,6.0
OLMo-2-1124-13B-DPO,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,single,long,w_rf,0.05,0.12244897959183673,5.0
OLMo-2-1124-13B-DPO,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,single,long,w_rf,0.07,0.22448979591836735,6.0
OLMo-2-1124-13B-DPO,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,single,long,w_rf,0.09,0.12244897959183673,6.0
OLMo-2-1124-13B-DPO,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,single,long,w_rf,0.1,0.3673469387755102,8.0
OLMo-2-1124-13B-DPO,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,single,long,w_rf,0.5,0.16326530612244897,2.0
OLMo-2-1124-13B-DPO,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,single,long,w_rf,1.0,0.3469387755102041,6.0
gemma-3-12b-it,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,single,long,w_rf,0.01,0.0,10.0
gemma-3-12b-it,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,single,long,w_rf,0.03,1.0,10.0
gemma-3-12b-it,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,single,long,w_rf,0.05,1.0,10.0
gemma-3-12b-it,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,single,long,w_rf,0.07,1.0,8.0
gemma-3-12b-it,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,single,long,w_rf,0.09,1.0,6.0
gemma-3-12b-it,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,single,long,w_rf,0.1,1.0,6.0
gemma-3-12b-it,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,single,long,w_rf,0.5,1.0,5.0
gemma-3-12b-it,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,single,long,w_rf,1.0,1.0,2.0
Qwen1.5-32B-Chat,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,single,long,w_rf,0.01,1.0,10.0
