model_id,task,method,ablation,eval_variant,steer_variant,rf_mode,topk,max_accuracy,best_steering_factor
gemma-3-12b-it,from_female-single_to_male-single,atp,steer,long,single,comb,0.07,0.96,8.0
gemma-3-12b-it,from_female-single_to_male-single,atp,steer,long,single,comb,0.09,0.98,8.0
gemma-3-12b-it,from_female-single_to_male-single,atp,steer,long,single,comb,0.1,0.98,8.0
gemma-3-12b-it,from_female-single_to_male-single,atp,steer,long,single,comb,0.5,0.9,4.0
gemma-3-12b-it,from_female-single_to_male-single,atp,steer,long,single,comb,1.0,0.82,10.0
Qwen1.5-32B-Chat,from_female-single_to_male-single,atp,steer,long,single,comb,0.01,0.9,10.0
Qwen1.5-32B-Chat,from_female-single_to_male-single,atp,steer,long,single,comb,0.03,0.92,5.0
Qwen1.5-32B-Chat,from_female-single_to_male-single,atp,steer,long,single,comb,0.05,0.86,5.0
Qwen1.5-32B-Chat,from_female-single_to_male-single,atp,steer,long,single,comb,0.07,0.9,2.0
Qwen1.5-32B-Chat,from_female-single_to_male-single,atp,steer,long,single,comb,0.09,0.88,2.0
Qwen1.5-32B-Chat,from_female-single_to_male-single,atp,steer,long,single,comb,0.1,0.9,2.0
Qwen1.5-32B-Chat,from_female-single_to_male-single,atp,steer,long,single,comb,0.5,0.0,10.0
Qwen1.5-32B-Chat,from_female-single_to_male-single,atp,steer,long,single,comb,1.0,0.0,10.0
Falcon3-10B-Instruct,from_female-single_to_male-single,atp,steer,long,single,comb,0.01,0.68,10.0
Falcon3-10B-Instruct,from_female-single_to_male-single,atp,steer,long,single,comb,0.03,0.68,8.0
Falcon3-10B-Instruct,from_female-single_to_male-single,atp,steer,long,single,comb,0.05,0.78,10.0
Falcon3-10B-Instruct,from_female-single_to_male-single,atp,steer,long,single,comb,0.07,0.68,5.0
Falcon3-10B-Instruct,from_female-single_to_male-single,atp,steer,long,single,comb,0.09,0.76,5.0
Falcon3-10B-Instruct,from_female-single_to_male-single,atp,steer,long,single,comb,0.1,0.76,5.0
Falcon3-10B-Instruct,from_female-single_to_male-single,atp,steer,long,single,comb,0.5,0.44,1.0
Falcon3-10B-Instruct,from_female-single_to_male-single,atp,steer,long,single,comb,1.0,0.14,1.0
Qwen1.5-14B-Chat,from_female-single_to_male-single,atp,steer,long,long,comb,0.01,0.22,10.0
Qwen1.5-14B-Chat,from_female-single_to_male-single,atp,steer,long,long,comb,0.03,0.84,10.0
Qwen1.5-14B-Chat,from_female-single_to_male-single,atp,steer,long,long,comb,0.05,0.98,8.0
Qwen1.5-14B-Chat,from_female-single_to_male-single,atp,steer,long,long,comb,0.07,0.92,5.0
Qwen1.5-14B-Chat,from_female-single_to_male-single,atp,steer,long,long,comb,0.09,0.96,5.0
Qwen1.5-14B-Chat,from_female-single_to_male-single,atp,steer,long,long,comb,0.1,0.4,2.0
Qwen1.5-14B-Chat,from_female-single_to_male-single,atp,steer,long,long,comb,0.5,0.0,10.0
Qwen1.5-14B-Chat,from_female-single_to_male-single,atp,steer,long,long,comb,1.0,0.0,10.0
OLMo-2-1124-13B-DPO,from_female-single_to_male-single,atp,steer,long,long,comb,0.01,0.7,6.0
OLMo-2-1124-13B-DPO,from_female-single_to_male-single,atp,steer,long,long,comb,0.03,0.78,2.0
OLMo-2-1124-13B-DPO,from_female-single_to_male-single,atp,steer,long,long,comb,0.05,0.78,2.0
OLMo-2-1124-13B-DPO,from_female-single_to_male-single,atp,steer,long,long,comb,0.07,0.78,2.0
OLMo-2-1124-13B-DPO,from_female-single_to_male-single,atp,steer,long,long,comb,0.09,0.74,1.0
OLMo-2-1124-13B-DPO,from_female-single_to_male-single,atp,steer,long,long,comb,0.1,0.76,1.0
OLMo-2-1124-13B-DPO,from_female-single_to_male-single,atp,steer,long,long,comb,0.5,0.74,1.0
OLMo-2-1124-13B-DPO,from_female-single_to_male-single,atp,steer,long,long,comb,1.0,0.5,1.0
gemma-3-12b-it,from_female-single_to_male-single,atp,steer,long,long,comb,0.01,0.9,10.0
gemma-3-12b-it,from_female-single_to_male-single,atp,steer,long,long,comb,0.03,0.98,10.0
gemma-3-12b-it,from_female-single_to_male-single,atp,steer,long,long,comb,0.05,0.98,8.0
gemma-3-12b-it,from_female-single_to_male-single,atp,steer,long,long,comb,0.07,0.98,10.0
gemma-3-12b-it,from_female-single_to_male-single,atp,steer,long,long,comb,0.09,0.98,10.0
gemma-3-12b-it,from_female-single_to_male-single,atp,steer,long,long,comb,0.1,0.98,10.0
gemma-3-12b-it,from_female-single_to_male-single,atp,steer,long,long,comb,0.5,0.98,2.0
gemma-3-12b-it,from_female-single_to_male-single,atp,steer,long,long,comb,1.0,0.9,6.0
Qwen1.5-32B-Chat,from_female-single_to_male-single,atp,steer,long,long,comb,0.01,0.94,6.0
Qwen1.5-32B-Chat,from_female-single_to_male-single,atp,steer,long,long,comb,0.03,0.94,10.0
Qwen1.5-32B-Chat,from_female-single_to_male-single,atp,steer,long,long,comb,0.05,0.94,6.0
Qwen1.5-32B-Chat,from_female-single_to_male-single,atp,steer,long,long,comb,0.07,0.94,5.0
Qwen1.5-32B-Chat,from_female-single_to_male-single,atp,steer,long,long,comb,0.09,0.94,5.0
Qwen1.5-32B-Chat,from_female-single_to_male-single,atp,steer,long,long,comb,0.1,0.94,6.0
Qwen1.5-32B-Chat,from_female-single_to_male-single,atp,steer,long,long,comb,0.5,0.0,10.0
Qwen1.5-32B-Chat,from_female-single_to_male-single,atp,steer,long,long,comb,1.0,0.0,10.0
Falcon3-10B-Instruct,from_female-single_to_male-single,atp,steer,long,long,comb,0.01,0.62,10.0
Falcon3-10B-Instruct,from_female-single_to_male-single,atp,steer,long,long,comb,0.03,0.54,10.0
Falcon3-10B-Instruct,from_female-single_to_male-single,atp,steer,long,long,comb,0.05,0.56,8.0
Falcon3-10B-Instruct,from_female-single_to_male-single,atp,steer,long,long,comb,0.07,0.46,5.0
Falcon3-10B-Instruct,from_female-single_to_male-single,atp,steer,long,long,comb,0.09,0.48,6.0
Falcon3-10B-Instruct,from_female-single_to_male-single,atp,steer,long,long,comb,0.1,0.56,5.0
Falcon3-10B-Instruct,from_female-single_to_male-single,atp,steer,long,long,comb,0.5,0.36,1.0
Falcon3-10B-Instruct,from_female-single_to_male-single,atp,steer,long,long,comb,1.0,0.16,1.0
Qwen1.5-14B-Chat,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,single,single,w_rf,0.01,1.0,10.0
Qwen1.5-14B-Chat,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,single,single,w_rf,0.03,1.0,10.0
Qwen1.5-14B-Chat,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,single,single,w_rf,0.05,0.6444444444444445,2.0
Qwen1.5-14B-Chat,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,single,single,w_rf,0.07,0.8888888888888888,2.0
Qwen1.5-14B-Chat,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,single,single,w_rf,0.09,0.2,1.0
Qwen1.5-14B-Chat,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,single,single,w_rf,0.1,0.28888888888888886,1.0
Qwen1.5-14B-Chat,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,single,single,w_rf,0.5,0.0,10.0
Qwen1.5-14B-Chat,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,single,single,w_rf,1.0,0.0,10.0
OLMo-2-1124-13B-DPO,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,single,single,w_rf,0.01,0.10204081632653061,5.0
OLMo-2-1124-13B-DPO,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,single,single,w_rf,0.03,0.2857142857142857,5.0
OLMo-2-1124-13B-DPO,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,single,single,w_rf,0.05,0.24489795918367346,4.0
OLMo-2-1124-13B-DPO,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,single,single,w_rf,0.07,1.0,4.0
OLMo-2-1124-13B-DPO,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,single,single,w_rf,0.09,1.0,2.0
OLMo-2-1124-13B-DPO,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,single,single,w_rf,0.1,1.0,10.0
OLMo-2-1124-13B-DPO,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,single,single,w_rf,0.5,1.0,1.0
OLMo-2-1124-13B-DPO,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,single,single,w_rf,1.0,0.5918367346938775,4.0
gemma-3-12b-it,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,single,single,w_rf,0.01,1.0,10.0
gemma-3-12b-it,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,single,single,w_rf,0.03,1.0,8.0
gemma-3-12b-it,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,single,single,w_rf,0.05,1.0,10.0
gemma-3-12b-it,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,single,single,w_rf,0.07,1.0,8.0
gemma-3-12b-it,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,single,single,w_rf,0.09,1.0,10.0
gemma-3-12b-it,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,single,single,w_rf,0.1,1.0,10.0
gemma-3-12b-it,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,single,single,w_rf,0.5,1.0,2.0
gemma-3-12b-it,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,single,single,w_rf,1.0,0.0,10.0
Qwen1.5-32B-Chat,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,single,single,w_rf,0.01,1.0,10.0
Qwen1.5-32B-Chat,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,single,single,w_rf,0.03,1.0,8.0
Qwen1.5-32B-Chat,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,single,single,w_rf,0.05,1.0,6.0
Qwen1.5-32B-Chat,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,single,single,w_rf,0.07,1.0,5.0
Qwen1.5-32B-Chat,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,single,single,w_rf,0.09,1.0,6.0
Qwen1.5-32B-Chat,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,single,single,w_rf,0.1,1.0,5.0
Qwen1.5-32B-Chat,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,single,single,w_rf,0.5,0.0,10.0
Qwen1.5-32B-Chat,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,single,single,w_rf,1.0,0.0,10.0
Falcon3-10B-Instruct,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,single,single,w_rf,0.01,0.0,10.0
Falcon3-10B-Instruct,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,single,single,w_rf,0.03,0.62,10.0
Falcon3-10B-Instruct,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,single,single,w_rf,0.05,1.0,6.0
Falcon3-10B-Instruct,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,single,single,w_rf,0.07,1.0,6.0
Falcon3-10B-Instruct,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,single,single,w_rf,0.09,1.0,6.0
Falcon3-10B-Instruct,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,single,single,w_rf,0.1,1.0,6.0
Falcon3-10B-Instruct,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,single,single,w_rf,0.5,1.0,1.0
Falcon3-10B-Instruct,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,single,single,w_rf,1.0,0.3,1.0
Qwen1.5-14B-Chat,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,single,long,w_rf,0.01,1.0,10.0
Qwen1.5-14B-Chat,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,single,long,w_rf,0.03,0.9777777777777777,6.0
Qwen1.5-14B-Chat,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,single,long,w_rf,0.05,0.24444444444444444,2.0
Qwen1.5-14B-Chat,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,single,long,w_rf,0.07,0.15555555555555556,1.0
Qwen1.5-14B-Chat,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,single,long,w_rf,0.09,0.15555555555555556,1.0
Qwen1.5-14B-Chat,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,single,long,w_rf,0.1,0.2,1.0
Qwen1.5-14B-Chat,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,single,long,w_rf,0.5,0.0,10.0
Qwen1.5-14B-Chat,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,single,long,w_rf,1.0,0.0,10.0
OLMo-2-1124-13B-DPO,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,single,long,w_rf,0.01,0.9183673469387755,10.0
OLMo-2-1124-13B-DPO,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,single,long,w_rf,0.03,0.4897959183673469,10.0
OLMo-2-1124-13B-DPO,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,single,long,w_rf,0.05,0.8775510204081632,2.0
OLMo-2-1124-13B-DPO,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,single,long,w_rf,0.07,0.9795918367346939,2.0
OLMo-2-1124-13B-DPO,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,single,long,w_rf,0.09,0.9795918367346939,2.0
OLMo-2-1124-13B-DPO,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,single,long,w_rf,0.1,1.0,2.0
OLMo-2-1124-13B-DPO,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,single,long,w_rf,0.5,0.9387755102040817,1.0
OLMo-2-1124-13B-DPO,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,single,long,w_rf,1.0,0.30612244897959184,5.0
gemma-3-12b-it,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,single,long,w_rf,0.01,1.0,10.0
gemma-3-12b-it,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,single,long,w_rf,0.03,1.0,8.0
gemma-3-12b-it,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,single,long,w_rf,0.05,1.0,8.0
gemma-3-12b-it,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,single,long,w_rf,0.07,1.0,8.0
gemma-3-12b-it,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,single,long,w_rf,0.09,1.0,6.0
gemma-3-12b-it,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,single,long,w_rf,0.1,1.0,8.0
gemma-3-12b-it,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,single,long,w_rf,0.5,1.0,5.0
gemma-3-12b-it,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,single,long,w_rf,1.0,1.0,2.0
Qwen1.5-32B-Chat,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,single,long,w_rf,0.01,1.0,10.0
Qwen1.5-32B-Chat,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,single,long,w_rf,0.03,0.9795918367346939,6.0
Qwen1.5-32B-Chat,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,single,long,w_rf,0.05,0.9795918367346939,5.0
Qwen1.5-32B-Chat,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,single,long,w_rf,0.07,0.9591836734693877,4.0
Qwen1.5-32B-Chat,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,single,long,w_rf,0.09,0.9591836734693877,4.0
Qwen1.5-32B-Chat,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,single,long,w_rf,0.1,1.0,4.0
Qwen1.5-32B-Chat,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,single,long,w_rf,0.5,0.0,10.0
Qwen1.5-32B-Chat,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,single,long,w_rf,1.0,0.0,10.0
Falcon3-10B-Instruct,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,single,long,w_rf,0.01,0.0,10.0
Falcon3-10B-Instruct,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,single,long,w_rf,0.03,0.4,10.0
Falcon3-10B-Instruct,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,single,long,w_rf,0.05,1.0,6.0
Falcon3-10B-Instruct,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,single,long,w_rf,0.07,0.98,6.0
Falcon3-10B-Instruct,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,single,long,w_rf,0.09,0.94,5.0
Falcon3-10B-Instruct,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,single,long,w_rf,0.1,1.0,6.0
Falcon3-10B-Instruct,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,single,long,w_rf,0.5,0.96,1.0
Falcon3-10B-Instruct,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,single,long,w_rf,1.0,0.18,1.0
Qwen1.5-14B-Chat,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,long,single,comb,0.01,0.16,10.0
Qwen1.5-14B-Chat,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,long,single,comb,0.03,0.54,6.0
Qwen1.5-14B-Chat,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,long,single,comb,0.05,0.04,2.0
Qwen1.5-14B-Chat,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,long,single,comb,0.07,0.28,2.0
Qwen1.5-14B-Chat,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,long,single,comb,0.09,0.18,2.0
Qwen1.5-14B-Chat,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,long,single,comb,0.1,0.14,1.0
Qwen1.5-14B-Chat,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,long,single,comb,0.5,0.0,10.0
Qwen1.5-14B-Chat,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,long,single,comb,1.0,0.0,10.0
OLMo-2-1124-13B-DPO,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,long,single,comb,0.01,0.22,8.0
OLMo-2-1124-13B-DPO,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,long,single,comb,0.03,0.78,8.0
OLMo-2-1124-13B-DPO,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,long,single,comb,0.05,0.72,5.0
OLMo-2-1124-13B-DPO,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,long,single,comb,0.07,0.72,2.0
OLMo-2-1124-13B-DPO,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,long,single,comb,0.09,0.76,4.0
OLMo-2-1124-13B-DPO,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,long,single,comb,0.1,0.74,4.0
OLMo-2-1124-13B-DPO,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,long,single,comb,0.5,0.5,2.0
OLMo-2-1124-13B-DPO,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,long,single,comb,1.0,0.76,1.0
gemma-3-12b-it,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,long,single,comb,0.01,0.86,10.0
gemma-3-12b-it,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,long,single,comb,0.03,0.96,10.0
gemma-3-12b-it,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,long,single,comb,0.05,0.98,8.0
gemma-3-12b-it,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,long,single,comb,0.07,0.96,6.0
gemma-3-12b-it,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,long,single,comb,0.09,0.98,6.0
gemma-3-12b-it,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,long,single,comb,0.1,0.98,6.0
gemma-3-12b-it,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,long,single,comb,0.5,0.98,6.0
gemma-3-12b-it,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,long,single,comb,1.0,0.82,10.0
Qwen1.5-32B-Chat,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,long,single,comb,0.01,0.42,6.0
Qwen1.5-32B-Chat,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,long,single,comb,0.03,0.74,10.0
Qwen1.5-32B-Chat,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,long,single,comb,0.05,0.74,4.0
Qwen1.5-32B-Chat,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,long,single,comb,0.07,0.78,4.0
Qwen1.5-32B-Chat,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,long,single,comb,0.09,0.78,5.0
Qwen1.5-32B-Chat,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,long,single,comb,0.1,0.74,4.0
Qwen1.5-32B-Chat,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,long,single,comb,0.5,0.0,10.0
Qwen1.5-32B-Chat,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,long,single,comb,1.0,0.0,10.0
Falcon3-10B-Instruct,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,long,single,comb,0.01,0.14,10.0
Falcon3-10B-Instruct,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,long,single,comb,0.03,0.46,10.0
Falcon3-10B-Instruct,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,long,single,comb,0.05,0.58,6.0
Falcon3-10B-Instruct,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,long,single,comb,0.07,0.7,6.0
Falcon3-10B-Instruct,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,long,single,comb,0.09,0.74,5.0
Falcon3-10B-Instruct,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,long,single,comb,0.1,0.78,5.0
Falcon3-10B-Instruct,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,long,single,comb,0.5,0.44,1.0
Falcon3-10B-Instruct,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,long,single,comb,1.0,0.14,1.0
Qwen1.5-14B-Chat,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,long,long,comb,0.01,0.26,10.0
Qwen1.5-14B-Chat,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,long,long,comb,0.03,0.96,8.0
Qwen1.5-14B-Chat,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,long,long,comb,0.05,0.08,2.0
Qwen1.5-14B-Chat,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,long,long,comb,0.07,0.4,2.0
Qwen1.5-14B-Chat,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,long,long,comb,0.09,0.2,2.0
Qwen1.5-14B-Chat,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,long,long,comb,0.1,0.14,1.0
Qwen1.5-14B-Chat,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,long,long,comb,0.5,0.0,10.0
Qwen1.5-14B-Chat,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,long,long,comb,1.0,0.0,10.0
OLMo-2-1124-13B-DPO,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,long,long,comb,0.01,0.18,8.0
OLMo-2-1124-13B-DPO,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,long,long,comb,0.03,0.56,2.0
OLMo-2-1124-13B-DPO,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,long,long,comb,0.05,0.6,2.0
OLMo-2-1124-13B-DPO,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,long,long,comb,0.07,0.68,1.0
OLMo-2-1124-13B-DPO,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,long,long,comb,0.09,0.66,4.0
OLMo-2-1124-13B-DPO,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,long,long,comb,0.1,0.64,2.0
OLMo-2-1124-13B-DPO,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,long,long,comb,0.5,0.62,2.0
OLMo-2-1124-13B-DPO,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,long,long,comb,1.0,0.5,1.0
gemma-3-12b-it,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,long,long,comb,0.01,0.98,10.0
gemma-3-12b-it,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,long,long,comb,0.03,0.98,10.0
gemma-3-12b-it,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,long,long,comb,0.05,0.98,6.0
gemma-3-12b-it,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,long,long,comb,0.07,0.98,8.0
gemma-3-12b-it,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,long,long,comb,0.09,0.98,8.0
gemma-3-12b-it,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,long,long,comb,0.1,0.98,6.0
gemma-3-12b-it,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,long,long,comb,0.5,0.98,4.0
gemma-3-12b-it,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,long,long,comb,1.0,0.9,6.0
Qwen1.5-32B-Chat,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,long,long,comb,0.01,0.78,10.0
Qwen1.5-32B-Chat,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,long,long,comb,0.03,0.74,4.0
Qwen1.5-32B-Chat,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,long,long,comb,0.05,0.88,4.0
Qwen1.5-32B-Chat,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,long,long,comb,0.07,0.88,4.0
Qwen1.5-32B-Chat,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,long,long,comb,0.09,0.82,4.0
Qwen1.5-32B-Chat,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,long,long,comb,0.1,0.84,4.0
Qwen1.5-32B-Chat,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,long,long,comb,0.5,0.0,10.0
Qwen1.5-32B-Chat,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,long,long,comb,1.0,0.0,10.0
Falcon3-10B-Instruct,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,long,long,comb,0.01,0.02,6.0
Falcon3-10B-Instruct,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,long,long,comb,0.03,0.54,8.0
Falcon3-10B-Instruct,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,long,long,comb,0.05,0.46,5.0
Falcon3-10B-Instruct,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,long,long,comb,0.07,0.68,6.0
Falcon3-10B-Instruct,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,long,long,comb,0.09,0.7,6.0
Falcon3-10B-Instruct,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,long,long,comb,0.1,0.74,5.0
Falcon3-10B-Instruct,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,long,long,comb,0.5,0.42,1.0
Falcon3-10B-Instruct,from_femaleDescribe-long_to_maleDescribe-long,atp,steer,long,long,comb,1.0,0.16,1.0
Qwen1.5-14B-Chat,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,single,single,w_rf,0.01,1.0,10.0
Qwen1.5-14B-Chat,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,single,single,w_rf,0.03,1.0,5.0
Qwen1.5-14B-Chat,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,single,single,w_rf,0.05,1.0,10.0
Qwen1.5-14B-Chat,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,single,single,w_rf,0.07,1.0,6.0
Qwen1.5-14B-Chat,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,single,single,w_rf,0.09,1.0,6.0
Qwen1.5-14B-Chat,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,single,single,w_rf,0.1,1.0,5.0
Qwen1.5-14B-Chat,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,single,single,w_rf,0.5,0.0,10.0
Qwen1.5-14B-Chat,from_femaleDescribe-single_to_maleDescribe-single,atp,steer,single,single,w_rf,1.0,0.0,10.0
